sample_ID,Bacteria;Abditibacteriota;Abditibacteria,Bacteria;Acidobacteriota;Aminicenantia,Bacteria;Acidobacteriota;Blastocatellia,Bacteria;Acidobacteriota;Subgroup 19,Bacteria;Acidobacteriota;Vicinamibacteria,Bacteria;Actinobacteriota;Acidimicrobiia,Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Actinobacteriota;Thermoleophilia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Bdellovibrionota;Oligoflexia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Chloroflexi;Anaerolineae,Bacteria;Chloroflexi;Chloroflexia,Bacteria;Cyanobacteria;Cyanobacteriia,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Dependentiae;Babeliae,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Desulfobacterota;Desulfuromonadia,Bacteria;Desulfobacterota;Syntrophia,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Elusimicrobiota;Lineage IIa,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Limnochordia,Bacteria;Firmicutes;Moorellia,Bacteria;Firmicutes;Negativicutes,Bacteria;Firmicutes;Syntrophomonadia,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Patescibacteria;Gracilibacteria,Bacteria;Patescibacteria;Parcubacteria,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Spirochaetota;Spirochaetia,Bacteria;Synergistota;Synergistia,Bacteria;Verrucomicrobiota;Lentisphaeria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,label
H18161,0,0,0,0,0,0,4,281,0,3284,0,0,3,0,0,0,0,0,2,0,0,0,0,0,274,3577,4,0,0,205,0,0,1,0,0,0,0,0,0,0,2255,0,0,0,0,0,0
H18166,0,0,0,0,0,0,4,326,0,6941,0,0,0,0,0,0,0,0,3,0,0,0,0,0,414,4740,0,0,0,638,0,0,0,0,0,0,0,0,3,0,7164,0,0,0,0,0,0
H27961,0,0,0,0,0,0,0,49,0,8662,0,0,0,0,0,0,0,0,2,0,0,0,0,0,66,2563,0,0,0,204,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0
H21537,0,0,0,0,0,0,4,87,0,5909,0,0,0,0,0,0,1,0,38,0,0,0,0,0,413,3523,2,0,0,25,0,0,0,0,0,0,0,0,1,0,909,0,0,0,0,0,1
H25786,0,0,0,0,0,0,12,304,0,4929,0,0,1,0,0,0,0,0,140,0,0,0,0,0,1640,5109,1,0,0,1595,0,0,1,0,0,0,0,0,5,0,339,0,0,0,0,0,0
H25852,0,0,0,0,0,0,2,312,0,5320,0,0,0,0,0,0,1,0,24,0,0,0,0,0,350,7411,0,0,0,837,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0
H26809,0,0,0,0,0,0,1,65,0,5648,0,0,0,0,0,0,6,0,17,0,0,0,0,0,420,5078,0,0,0,2011,0,0,0,0,0,0,0,0,2,0,472,0,0,0,0,0,0
H26824,0,0,0,0,0,0,11,138,0,6495,0,0,0,0,0,0,9,0,22,0,0,0,0,0,239,3771,0,0,0,387,0,0,93,0,0,0,0,0,4,1,187,0,0,0,0,0,1
H27321,0,0,0,0,0,0,2,12,0,8213,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2839,10043,0,0,0,2056,0,0,0,0,0,0,0,0,17,0,84,0,0,0,0,0,1
H30932,0,0,0,0,0,0,16,161,0,5941,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2661,11621,0,0,0,90,0,0,0,0,0,0,0,0,1,4,3564,0,0,0,0,2,0
H27929,0,0,0,0,0,0,2,65,0,4057,0,0,0,0,0,0,0,0,2,0,0,0,0,0,365,4346,1,0,0,563,0,0,0,0,0,0,0,0,0,0,1974,0,0,0,0,0,0
H27124,0,0,0,0,0,0,0,33,0,12075,0,0,0,0,0,0,7,0,86,0,0,0,0,0,262,6087,0,0,0,790,0,0,0,0,0,0,0,0,2,0,1474,0,0,0,0,0,1
H26765,0,0,0,0,0,0,2,315,0,13491,0,0,0,0,0,0,0,0,7,0,0,0,0,0,267,3905,0,0,0,197,0,0,2,0,0,0,0,0,0,0,138,0,0,0,0,0,0
H27098,0,0,0,0,0,0,0,108,0,11306,0,0,2,0,0,0,0,0,95,0,0,0,0,0,784,8199,0,0,0,148,0,0,0,0,0,0,0,0,0,38,686,0,0,0,0,1,0
H26590,0,0,0,0,0,0,5,303,0,4642,0,0,0,0,0,0,0,0,38,0,0,0,0,0,998,1915,0,0,0,66,0,0,0,0,0,0,0,0,0,0,1793,0,0,0,0,0,0
H26028,0,0,0,0,0,0,0,327,0,7582,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63,6790,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
H26955,0,0,0,0,0,0,2,140,0,8053,0,0,0,0,0,0,0,0,3,0,0,0,0,0,830,8003,0,1,0,1017,0,0,0,0,0,0,0,0,0,0,1285,0,0,0,0,0,1
H27296,0,0,0,0,0,0,1,184,0,11321,0,0,9,0,0,0,15,0,386,0,0,0,0,0,1776,8371,28,0,0,1338,0,0,0,0,0,0,0,0,2,0,4954,0,0,0,0,0,1
H27109,0,0,0,0,0,0,1,138,0,9174,0,0,0,0,0,0,0,0,28,0,0,0,0,0,413,11310,0,0,0,2764,0,0,0,0,0,0,0,0,0,1,2182,0,0,0,0,5,0
H26607,0,0,0,0,0,0,0,85,0,3343,0,0,0,0,0,0,0,0,42,0,0,0,0,0,106,2231,0,0,0,427,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,0
H31029,0,0,0,0,0,0,8,57,0,14547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,5163,0,0,0,298,0,0,0,0,0,0,0,0,0,0,34394,0,0,0,0,0,1
H27194,0,0,0,0,0,0,1,103,0,15088,0,0,0,0,0,0,0,0,8,0,0,0,0,0,279,11048,9,2,0,672,0,0,0,0,0,0,0,0,0,0,2420,0,0,0,0,0,1
H27391,0,0,0,0,0,0,0,130,0,8815,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1328,8579,0,0,0,7126,0,0,0,0,0,0,0,0,0,4,447,0,0,0,0,0,0
H21554,0,0,0,0,0,0,15,56,0,5461,0,0,15,0,0,0,0,0,0,0,0,0,0,0,394,6115,0,0,0,4529,0,0,0,0,0,0,0,0,1,0,1015,0,0,0,0,1,1
H27081,0,0,0,0,0,0,2,71,0,13496,0,0,0,0,0,0,251,0,164,0,0,0,0,0,205,3107,2,0,0,1562,0,0,7,0,0,0,0,0,1,6,1550,0,0,0,0,0,0
H27437,0,0,0,0,0,0,1,100,0,12386,0,0,0,0,0,0,0,0,24,0,0,0,0,0,172,9429,10,0,0,2529,0,0,2,0,0,0,0,0,1,0,1031,0,0,0,0,1,0
H18133,0,0,0,0,0,1,7,96,0,7691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,664,3759,0,0,0,545,0,0,0,0,0,0,0,0,0,0,2536,0,0,0,0,0,1
H27252,0,0,0,0,0,0,9,65,0,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,10893,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,4722,0,0,0,0,0,0
H28008,0,0,0,0,0,0,0,109,0,20170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,9196,0,0,0,110,0,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0,0
H26609,0,0,0,0,0,0,3,44,0,3309,0,0,0,0,0,0,0,0,10,0,0,0,0,0,195,3657,0,0,0,235,0,0,0,0,0,0,0,0,1,1,97,0,0,0,0,0,0
H18325,0,0,0,0,0,0,7,508,0,5821,0,0,0,0,0,0,0,0,324,0,0,0,0,0,341,5611,0,0,0,2271,0,0,0,0,0,0,0,0,0,0,2795,0,0,0,0,0,0
H30941,0,0,0,0,0,0,117,1683,0,261,0,0,1,0,0,0,11,0,70,0,0,0,0,0,1294,9699,0,0,0,3604,0,0,0,0,0,0,0,0,6,0,13208,0,0,0,0,0,1
H32774,0,0,0,0,0,0,14,635,0,3037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5492,11095,1,0,0,1086,0,0,0,0,0,0,0,0,3,0,288,0,0,0,0,1,1
H27228,0,0,0,0,0,0,77,1365,0,4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,9829,0,0,0,5394,0,0,5,0,0,0,0,0,26,0,506,0,0,0,0,0,1
H18112,0,0,0,0,0,0,25,219,0,4264,0,0,0,0,0,0,26,0,7,0,0,0,0,0,559,4939,0,0,0,112,0,0,0,0,0,0,0,0,4,0,5791,0,0,0,0,0,1
H18352,0,0,0,0,0,0,2,104,0,8244,0,0,2,0,0,0,104,0,29,0,0,0,0,0,187,5542,6,1,0,253,0,1,0,0,0,0,0,0,7,0,596,0,1,0,0,0,1
H27384,0,0,0,0,0,0,9,384,0,6862,0,0,0,0,0,0,195,0,41,0,0,0,0,0,2332,9268,0,0,0,4759,0,0,0,0,0,0,0,0,0,1,1063,111,0,0,0,0,0
H30999,0,0,0,0,0,0,8,270,0,12561,0,0,0,0,0,0,4,0,13,0,0,0,0,0,245,9314,22,0,0,2220,0,0,0,0,0,0,0,0,0,0,9798,0,0,0,0,0,1
H27247,0,0,0,0,0,0,17,994,0,10851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,9335,0,0,0,2839,0,0,8,0,0,0,0,0,10,3,8715,0,0,0,0,0,1
H32802,0,0,0,0,0,0,30,424,0,11095,0,0,0,0,0,0,0,0,14,0,0,0,0,0,823,4831,0,0,0,3593,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,1
H29012,0,0,0,0,0,0,11,788,0,10493,0,0,0,0,0,0,23,0,81,0,0,0,0,0,889,10230,0,0,0,149,0,0,0,0,0,0,0,0,5,0,865,0,0,0,0,0,1
H18125,0,0,0,0,0,0,29,264,0,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,3054,0,0,0,821,0,0,0,0,0,0,0,0,5,0,815,0,0,0,0,3,1
H26931,0,0,0,0,0,0,8,106,0,5504,0,0,11,0,0,0,0,0,9,0,0,0,0,0,895,5979,0,0,0,1140,0,0,23,0,0,0,0,0,1,0,140,0,0,0,0,0,1
H32821,0,0,0,0,0,0,1,72,0,15658,0,0,0,0,0,0,26,0,57,0,0,0,0,0,695,5605,8,0,0,441,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0
H18254,0,0,0,0,0,0,14,1192,0,5812,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1019,11480,0,0,0,593,0,0,0,0,0,0,0,0,0,0,1795,0,0,0,0,0,0
H25833,0,0,0,0,0,0,14,181,0,4415,0,0,1,0,0,0,3,0,6,0,0,0,0,0,649,6129,0,0,0,359,0,0,2,0,0,0,0,0,0,13,5431,0,0,0,0,0,0
H26694,0,0,0,0,0,0,54,485,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,6899,0,0,0,336,0,0,0,0,0,0,0,0,12,2,353,0,0,0,0,1,1
H26588,0,0,0,0,0,0,10,339,0,1453,0,0,24,0,0,0,27,0,57,0,0,0,0,0,1106,4188,0,0,0,612,0,0,0,0,0,0,0,0,0,0,5614,0,0,0,0,0,1
H27283,0,0,0,0,0,0,2,102,0,4282,0,0,0,0,0,0,27,0,5,0,0,0,0,0,764,15228,0,0,0,6715,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1
H25939,0,0,0,0,0,0,12,246,0,9731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,10438,0,0,0,10801,0,0,0,0,0,0,0,0,8,0,5102,0,0,0,0,0,0
H26073,0,0,0,0,0,0,2,16,0,7140,0,0,0,0,0,0,0,0,21,0,0,0,0,0,279,2596,0,0,0,1418,0,0,0,0,0,0,0,0,1,2,5209,0,0,0,0,4,0
H26061,0,0,0,0,0,0,7,74,0,7047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,209,2566,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2454,0,0,0,0,5,0
H27289,0,0,0,0,0,0,7,523,0,7901,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1178,16448,0,0,0,3901,0,0,2,0,0,0,0,0,18,0,54,0,0,0,0,0,0
H26775,0,0,0,0,0,0,3,229,0,9673,0,0,0,0,0,0,12,0,6,0,0,0,0,0,191,4501,0,0,0,696,0,0,2,1,0,0,0,0,0,0,146,0,0,0,0,1,1
H18274,0,0,0,0,0,0,0,216,0,8637,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2833,7048,6,0,0,117,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,2,0
H26766,0,0,0,0,0,0,2,12,0,13399,0,0,0,0,0,0,0,0,7,0,0,0,0,0,129,4427,0,0,0,166,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0
H32748,0,0,0,0,0,0,6,246,0,12433,0,0,0,0,0,0,28,0,53,0,0,0,0,0,212,6339,3,0,0,1354,0,0,0,0,0,0,0,0,0,0,2214,0,0,0,0,2,1
H18311,0,0,0,0,0,0,0,258,0,6730,0,0,0,0,0,0,0,0,437,0,0,0,0,0,419,3101,0,0,0,3466,0,0,3,0,0,0,0,0,0,0,169,0,0,0,0,0,1
H26613,0,0,0,0,0,0,14,55,0,5274,0,0,0,0,0,0,0,0,316,0,0,0,0,0,700,2567,0,0,0,585,0,0,0,0,0,0,0,0,0,0,1061,0,0,0,0,0,0
H25978,0,0,0,0,0,0,11,419,0,15043,0,0,0,0,0,0,0,0,6,0,0,0,0,0,832,12533,0,0,0,2493,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,0,0
H18298,0,0,0,0,0,0,1,350,0,4729,0,0,0,0,0,0,1,0,124,0,0,0,0,0,607,5222,0,0,0,265,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,1,1
H27938,0,0,0,0,0,0,1,301,0,2908,0,0,0,0,0,0,0,0,2,0,0,0,0,0,250,7264,0,0,0,434,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,1,1
H18121,0,0,0,0,0,0,3,170,0,4320,0,0,0,0,0,0,0,0,16,0,0,0,0,0,99,3325,0,1,0,1179,0,0,0,0,0,0,0,0,0,1,395,0,0,0,0,0,0
H26804,0,0,0,0,0,0,4,47,0,1747,0,0,0,0,0,0,0,0,3,0,0,0,0,0,224,9544,0,0,0,3603,0,0,0,0,0,0,0,0,3,0,700,0,0,0,0,0,1
H30971,0,0,0,0,0,0,12,1243,0,3492,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1195,15914,0,0,0,665,0,0,2,0,0,0,0,0,2,0,204,0,0,0,0,0,1
H26005,0,0,0,0,0,0,3,153,0,10015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,6864,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
H26850,0,0,0,0,0,0,17,275,0,3119,0,0,6,0,0,0,685,0,32,0,0,0,0,0,3030,6214,0,0,0,768,0,0,0,0,0,0,0,0,0,0,5024,0,0,0,0,0,0
H27172,0,0,0,0,0,0,1,81,0,12871,0,0,0,0,0,0,14,0,161,0,0,0,0,0,357,6064,0,0,0,666,0,0,0,0,0,0,0,0,11,0,1669,0,0,0,0,0,0
H26925,0,0,0,0,0,0,2,71,0,3817,0,0,0,0,0,0,8,0,65,0,0,0,0,0,289,6868,3,0,0,1468,0,1,1,0,0,0,0,0,0,0,2251,0,0,0,0,0,1
H26869,0,0,0,0,0,0,5,182,0,4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,6137,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5819,0,0,0,0,0,1
H26720,0,0,0,0,0,0,39,16,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,3220,0,0,0,1232,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0
H25745,0,0,0,0,0,0,17,264,0,7998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,4589,0,0,0,4283,0,0,0,0,0,0,0,0,0,0,1937,0,0,0,0,0,1
H32775,0,0,0,0,0,0,25,637,0,11937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,9216,0,0,0,2681,0,0,0,3,0,0,0,0,0,0,202,0,0,0,0,0,0
H27940,0,0,0,0,0,0,0,43,0,13705,0,0,15,0,0,0,0,0,156,0,0,0,0,0,68,4515,44,0,0,678,0,0,8,0,0,0,0,0,0,0,798,0,0,0,0,0,1
H18157,0,0,0,0,0,0,4,163,0,6340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,288,3345,0,0,0,298,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
H25817,0,0,0,0,0,0,3,1029,0,12479,0,0,9,0,0,0,97,0,108,0,0,0,0,0,325,7279,0,0,0,106,0,0,0,0,0,0,0,0,2,0,1166,0,0,0,0,0,1
H26893,0,0,0,0,0,0,11,3,0,8711,0,0,0,0,0,0,0,0,36,0,0,0,0,0,168,3175,0,0,0,2296,0,0,0,0,0,0,0,0,0,0,5833,0,0,0,0,0,0
H26816,0,0,0,0,0,0,1,78,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3401,0,0,0,739,0,0,0,0,0,0,0,0,3,0,37,0,0,0,0,9,1
H31079,0,0,0,0,0,0,0,134,0,8373,0,0,1,0,0,0,0,0,6,0,0,0,0,0,356,4933,13,2,0,580,0,0,0,0,0,0,0,0,0,2,621,0,0,0,0,1,0
H18096,0,0,0,0,0,0,3,262,0,5717,0,0,0,0,0,0,0,0,35,0,0,0,0,0,83,3022,0,0,0,1651,0,0,0,0,0,0,0,0,5,15,143,0,0,0,0,0,1
H28007,0,0,0,0,0,0,26,94,19,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,13656,0,0,0,80,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
H26688,0,0,0,0,0,0,17,99,0,9942,0,0,0,0,0,0,0,0,15,0,0,0,0,0,417,5736,0,0,0,55,0,0,0,0,0,0,0,0,1,8,2994,0,0,0,0,0,1
H27421,0,0,0,0,0,0,3,52,0,12350,0,1,0,0,0,0,78,0,159,0,0,0,0,0,503,8128,0,0,0,2167,0,0,0,0,0,0,0,0,3,0,129,0,0,0,0,2,0
H27129,0,0,0,0,0,0,2,121,0,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,20344,0,0,0,40,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0
H18243,0,0,0,0,0,0,6,402,0,8856,0,0,0,0,0,0,36,0,57,0,0,0,0,0,224,9481,0,0,0,5098,0,0,0,0,0,0,0,0,9,0,3868,0,0,0,0,1,1
H27918,0,0,0,0,0,0,0,15,0,6507,0,0,0,0,0,0,200,0,17,0,0,0,0,0,260,6211,7,0,0,555,0,1,0,0,0,0,0,0,0,2,822,0,0,0,0,0,1
H21528,0,0,0,0,0,0,6,48,0,2005,0,0,0,0,0,0,3,0,15,0,0,0,0,0,505,1414,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3210,0,0,0,0,0,1
H27072,0,0,0,0,0,0,0,126,0,4055,0,0,0,0,0,0,0,9,61,0,0,0,0,0,3698,10559,0,0,0,3024,0,0,0,0,0,0,0,0,0,0,7459,0,0,0,0,0,0
H21560,0,0,0,0,0,0,8,160,0,5472,0,0,1,0,0,0,33,0,24,0,0,0,0,0,494,5462,0,0,0,130,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0
H26951,0,0,0,0,0,0,1,455,0,2555,0,0,3,0,0,0,0,0,0,0,0,0,0,0,543,3440,0,0,0,370,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,1
H25773,0,0,0,0,0,0,4,35,0,13909,0,0,0,0,0,0,7,0,131,0,0,0,0,0,188,9263,0,0,0,553,0,0,0,0,0,0,0,0,0,2,1126,0,0,0,0,0,0
H18313,0,0,0,0,0,0,4,569,0,7849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,877,6357,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,1
H27948,0,0,0,0,0,0,18,120,0,19246,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1362,5184,0,0,0,1357,0,0,0,0,0,0,0,0,0,1,7388,0,0,0,0,0,1
H25905,0,0,0,0,0,0,1,107,0,6262,0,0,0,0,0,0,0,0,288,0,0,0,0,0,503,8057,0,0,0,8840,0,0,0,0,0,0,0,0,0,0,1029,0,0,0,0,0,0
H27314,0,0,0,0,0,0,6,175,0,9269,0,0,40,0,0,0,0,0,63,0,0,0,0,0,1444,7633,12,0,0,612,0,0,0,0,0,0,0,0,0,0,7815,0,1,0,0,0,1
H27339,0,0,0,0,0,0,44,21,0,8887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,12618,0,0,0,4141,0,0,0,0,0,0,0,0,21,0,1585,0,0,0,0,0,1
H27898,0,0,0,0,0,0,0,91,0,8510,0,0,9,0,0,0,66,0,8,0,0,0,0,0,629,7370,16,0,0,136,0,0,0,0,0,0,0,0,1,0,113,0,0,0,0,0,0
H18191,0,0,0,0,0,0,4,25,0,6928,0,0,0,0,0,0,17,0,76,0,0,0,0,0,771,5627,18,0,0,950,0,1,0,0,0,0,0,0,0,0,2599,0,0,0,0,1,0
H27329,0,0,0,0,0,0,6,10,0,9322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,10660,0,0,0,5321,0,0,7,0,0,0,0,0,7,0,1030,0,0,0,0,0,1
H18305,0,0,0,0,0,0,60,592,0,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,9559,0,0,0,175,0,0,0,0,0,0,0,0,5,5,1849,0,0,0,0,0,1
H21564,0,0,0,0,0,0,18,266,0,6258,0,0,1,0,0,0,659,0,33,0,0,0,0,0,505,5975,4,0,0,210,0,0,0,0,0,0,0,0,0,2,3935,0,0,0,0,2,1
H27212,0,0,0,0,0,0,1,55,0,15150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,4164,0,0,0,3808,0,0,0,0,0,0,0,0,1,0,202,0,0,0,0,0,1
H18374,0,0,0,0,0,0,10,605,0,7254,0,0,9,0,0,0,0,0,23,0,0,0,0,0,1637,7583,0,0,0,129,0,0,0,0,0,0,0,0,1,0,605,0,0,0,0,0,0
H25980,0,0,0,0,0,0,5,66,0,12051,0,0,7,0,0,0,0,0,42,0,0,0,0,0,299,5262,0,0,0,962,0,0,0,0,0,0,0,0,0,0,9659,0,0,0,0,0,1
H25997,0,0,0,0,0,0,3,1589,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,8446,0,0,0,1050,0,0,0,0,0,0,0,0,5,4,9546,0,0,0,0,0,0
H32792,0,0,0,0,0,0,0,125,0,10732,0,0,0,0,0,0,26,0,111,0,0,0,0,0,153,5074,0,0,0,113,0,0,0,0,0,0,0,0,0,1,679,0,0,0,0,0,1
H26947,0,0,0,0,0,0,4,34,0,8834,0,0,9,0,0,0,0,0,13,0,0,0,0,0,64,5894,0,0,0,2473,0,0,0,0,0,0,0,0,0,0,1752,0,0,0,0,0,0
H27934,0,0,0,0,0,0,5,590,0,9009,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1933,9539,15,0,0,1699,0,0,0,1,0,0,0,0,0,0,4944,0,0,0,0,0,1
H25777,0,0,0,0,0,0,3,89,0,7416,0,0,0,0,0,0,0,0,53,0,0,0,0,0,249,6266,0,0,0,1298,0,0,0,0,0,0,0,0,0,0,1781,117,0,0,0,2,0
H27126,0,0,0,0,0,0,55,229,0,3716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,12855,0,0,0,3359,0,0,0,0,0,0,0,0,0,0,7994,0,0,0,0,0,1
H28037,0,0,0,0,0,0,4,19,0,8620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,10264,0,0,0,13241,0,0,0,0,0,0,0,0,0,0,5193,0,0,0,0,0,1
H25842,0,0,0,0,0,0,159,594,0,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,4907,0,0,0,280,0,0,0,0,0,0,0,0,24,7,13279,0,0,0,0,0,0
H25761,0,0,0,0,0,0,6,71,0,11144,0,0,0,0,0,0,4,0,53,0,0,0,0,0,228,6048,0,0,0,4017,0,0,0,0,0,0,0,0,2,0,135,0,0,0,0,0,1
H27208,0,0,0,0,0,0,11,50,0,10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2043,0,0,0,98,0,0,0,0,0,0,0,0,0,0,13004,0,0,0,0,0,1
H31085,0,0,0,0,0,0,3,238,0,5428,0,0,0,0,0,0,0,0,29,0,0,0,0,0,655,7837,0,0,0,1879,0,0,0,0,0,0,0,0,0,0,2378,0,0,0,0,0,0
H27413,0,0,0,0,0,0,6,99,0,3620,0,0,0,0,0,0,13,0,28,0,0,0,0,0,261,17465,0,0,0,1263,0,0,0,0,0,0,0,0,6,0,567,0,0,0,0,0,0
H26729,0,0,0,0,0,0,13,24,0,3935,0,0,0,0,0,0,0,0,7,0,0,0,0,0,30,6281,0,0,0,2355,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0
H27113,0,0,0,0,0,0,0,22,0,7733,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1145,6480,4,0,0,744,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0
H27435,0,0,0,0,0,0,14,57,0,3336,0,0,0,0,0,0,6,0,0,0,0,0,0,0,191,3844,0,0,0,2510,0,0,0,0,0,0,0,0,1,2,27200,0,0,0,0,0,0
H27955,0,0,0,0,0,0,43,592,0,1422,0,0,0,0,0,0,22,0,0,0,0,0,0,0,583,17814,0,0,0,8460,0,0,0,0,0,0,0,0,0,8,69,0,0,0,0,0,1
H26568,0,1,0,0,0,0,0,46,0,4097,0,0,0,0,0,0,2,0,22,0,0,0,0,0,236,2749,0,0,0,787,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,1
H26958,0,0,0,0,0,0,0,43,0,9737,0,0,0,0,0,0,25,0,5,0,0,0,0,0,124,5438,0,0,0,1095,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,1
H26743,0,0,0,0,0,0,17,84,0,787,0,0,0,0,0,0,0,0,0,2,0,0,0,0,137,4466,0,0,0,12617,0,0,0,6,0,0,0,0,0,1,1832,0,0,0,0,0,1
H25989,0,0,0,0,0,0,2,147,0,10896,0,0,1,0,0,0,639,0,49,0,0,0,0,0,540,5448,2,0,0,674,0,2,0,0,0,0,0,0,0,0,2919,0,0,0,0,0,0
H26083,0,0,0,0,0,0,2,97,0,6068,0,0,0,0,0,0,32,0,1,0,0,0,0,0,715,14575,0,2,0,1342,0,2,0,0,0,0,0,0,1,0,109,0,0,0,0,0,0
H26745,0,0,0,0,0,0,1,380,0,3844,0,0,0,0,0,0,0,0,13,0,0,0,0,0,191,3827,0,0,0,29,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,1
H25930,0,0,0,0,0,0,52,531,0,24497,0,0,38,0,0,0,0,0,81,0,0,0,0,0,687,21532,0,0,0,1984,0,0,40,0,0,0,0,0,11,0,9509,0,0,0,0,0,1
