sample_ID,Bacteria;Abditibacteriota;Abditibacteria,Bacteria;Acidobacteriota;Aminicenantia,Bacteria;Acidobacteriota;Blastocatellia,Bacteria;Acidobacteriota;Subgroup 5,Bacteria;Actinobacteriota;Acidimicrobiia,Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Actinobacteriota;Thermoleophilia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Bdellovibrionota;Oligoflexia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Chloroflexi;Anaerolineae,Bacteria;Cyanobacteria;Cyanobacteriia,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Dependentiae;Babeliae,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Desulfobacterota;Desulfuromonadia,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Elusimicrobiota;Lineage IIa,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Limnochordia,Bacteria;Firmicutes;Moorellia,Bacteria;Firmicutes;Negativicutes,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Spirochaetota;Spirochaetia,Bacteria;Synergistota;Synergistia,Bacteria;Verrucomicrobiota;Lentisphaeria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,label
H18093,0,0,0,0,0,10,336,0,6872,0,0,0,0,0,1,0,61,0,0,0,0,185,2940,0,0,0,2696,0,3,0,0,0,0,0,1676,0,0,0,0,17,0
H26769,0,0,0,0,0,32,281,0,2469,0,0,0,0,0,10,0,3,0,0,0,0,1096,4092,0,0,0,407,1,0,0,0,0,3,0,1197,0,0,0,0,1,0
H18170,0,0,0,0,0,5,45,0,4467,0,0,0,0,0,17,0,83,0,0,0,0,1026,4602,22,1,0,388,1,0,0,0,0,0,0,2371,0,0,0,0,3,0
H27295,0,0,0,0,0,1,1016,0,10150,0,0,0,0,0,0,0,29,0,0,0,0,970,12518,0,0,0,6923,0,0,0,0,0,0,0,503,0,0,0,0,0,0
H26780,0,0,0,0,0,1,93,0,7931,0,0,0,0,0,41,0,582,0,0,0,0,294,3808,0,0,0,113,0,10,0,0,0,0,0,2041,0,0,0,0,0,0
H30973,0,0,0,0,0,11,488,0,5085,0,0,5,0,0,0,0,15,0,0,0,0,2176,10982,0,0,0,124,0,0,0,0,0,0,0,87,815,0,0,0,13,0
H27148,0,0,0,0,0,2,178,0,12707,0,0,0,0,0,0,0,22,0,0,0,0,131,6503,0,0,0,5798,0,0,0,0,0,0,0,485,0,0,0,0,0,0
H25978,0,0,0,0,0,11,419,0,15043,0,0,0,0,0,0,0,6,0,0,0,0,832,12533,0,0,0,2493,0,0,0,0,0,0,0,1704,0,0,0,0,0,0
H26021,0,0,0,0,0,21,734,0,8191,0,0,3,0,0,0,0,37,0,0,0,0,497,2997,0,0,0,1313,0,0,0,0,0,0,0,525,0,0,0,0,3,1
H34111,0,0,0,0,0,4,365,0,2515,0,0,0,0,0,18,0,3,0,8,0,0,1102,9650,0,0,0,1877,0,0,0,0,0,5,0,1769,0,0,0,0,0,0
H32812,0,0,0,0,0,21,209,0,7522,0,0,0,0,0,0,0,76,0,0,0,0,863,7867,0,0,0,897,0,1,0,0,0,6,0,1839,0,0,0,0,0,0
H27398,0,0,0,0,8,11,106,0,15040,0,0,5,0,0,0,0,9,0,0,0,0,1001,9133,0,0,0,380,0,0,0,0,0,18,0,755,0,0,0,0,0,0
H26944,0,0,0,0,0,9,37,0,3348,0,0,0,0,0,0,0,5,0,0,0,0,2176,6010,0,1,0,554,0,0,0,0,0,0,2,64,0,0,0,0,0,0
H27427,0,0,0,0,0,8,233,0,18477,0,0,0,0,0,0,0,28,0,0,0,0,941,6932,0,0,0,1379,0,1,0,0,0,0,1,7197,0,0,0,0,0,1
H26828,0,0,0,0,0,6,249,0,3372,0,0,0,0,0,0,0,0,0,0,0,0,139,5966,0,0,0,1428,0,0,4,0,0,0,0,1958,0,0,0,0,0,0
H30957,0,0,0,0,0,24,283,7,1096,0,0,0,0,0,43,0,191,0,0,0,0,879,17092,0,0,0,183,0,0,0,0,0,0,0,1233,0,0,0,0,0,0
H26077,0,0,0,0,0,14,30,0,502,0,0,0,0,0,0,0,22,0,0,0,0,347,6495,0,0,0,3315,0,0,0,0,0,0,1,345,0,0,0,0,1,0
H26091,0,0,0,0,0,5,279,0,1830,0,0,0,0,0,4,0,0,0,0,0,0,821,6060,0,0,0,173,0,0,0,0,0,1,0,45,0,0,0,0,23,0
H25801,0,0,0,0,0,21,836,0,9777,0,0,4,0,0,0,0,0,0,0,0,0,1077,6303,0,0,0,695,0,0,0,0,0,3,2,4325,0,0,0,0,0,0
H21546,0,0,0,0,0,3,150,0,13336,0,0,0,0,0,96,0,1324,0,0,0,0,649,6689,0,0,0,105,0,0,0,0,0,0,0,684,0,0,0,0,1,1
H18223,0,1,0,0,0,13,63,0,6717,0,0,0,0,0,6,0,51,0,0,0,0,366,10706,1,2,0,7367,0,0,0,0,0,6,0,666,0,0,0,0,0,0
H28017,0,0,0,0,0,2,38,0,16202,0,0,0,0,0,0,0,8,1,0,0,0,160,17309,0,0,0,245,0,0,0,0,0,1,7,1595,0,0,0,0,0,0
H25873,0,0,0,0,0,0,10,0,9818,0,0,0,0,0,0,0,0,0,0,0,0,273,5027,0,0,0,142,0,0,0,0,0,0,0,46,0,0,0,0,0,0
H26938,0,0,0,0,0,8,323,0,826,0,0,0,0,0,183,0,11,0,0,0,0,552,8507,0,0,0,1529,0,0,0,0,0,6,4,26,0,0,0,0,0,1
H26738,0,0,0,0,0,1,66,0,7111,0,0,17,0,0,0,0,53,0,0,0,0,3566,12401,0,0,0,193,0,0,0,0,0,0,0,120,0,0,0,0,0,0
H26825,0,0,0,0,0,3,65,0,3081,0,0,0,0,0,0,0,17,0,0,0,0,132,3210,0,0,0,2022,0,0,1,0,0,0,1,2039,0,0,0,0,0,0
H26596,0,0,0,0,0,6,132,0,6720,0,0,1,0,0,0,0,130,0,0,0,0,592,2687,0,0,0,218,0,1,0,0,0,8,1,390,0,0,0,0,4,0
H27278,0,0,0,0,0,8,118,0,11604,0,0,3,0,0,90,0,23,0,0,0,0,747,8258,6,0,0,1693,0,4,0,0,0,3,0,577,0,0,0,0,0,0
H32780,0,0,0,0,0,7,314,0,7165,0,0,0,0,0,2,0,14,0,0,0,0,1012,10318,1,0,0,2731,0,0,0,0,0,1,2,1396,0,0,0,0,0,0
H27255,0,0,0,0,0,6,58,0,9560,0,0,0,0,0,0,0,0,0,0,0,0,1155,6019,0,0,0,4157,0,0,0,0,0,0,0,5992,0,0,0,0,0,0
H26919,0,0,0,0,0,0,6,0,7037,0,0,0,0,0,0,0,0,0,0,0,0,60,3493,0,0,0,838,0,0,0,0,0,0,0,37,0,0,0,0,0,0
H27394,0,0,0,0,0,29,861,0,5439,0,0,0,0,0,0,0,5,0,0,0,0,2001,12885,0,0,0,2807,0,0,0,0,0,4,0,219,0,0,0,0,0,0
H26096,0,0,0,0,0,5,107,0,5683,0,0,0,0,0,0,0,1,0,0,0,0,162,9817,0,0,0,1697,0,0,0,0,0,0,0,186,0,0,0,0,0,1
H32775,0,0,0,0,0,25,637,0,11937,0,0,0,0,0,0,0,0,0,0,0,0,652,9216,0,0,0,2681,0,0,3,0,0,0,0,202,0,0,0,0,0,0
H25838,0,0,0,0,0,1,1,0,14774,0,0,0,0,0,0,0,0,0,0,0,0,98,2490,0,0,0,287,0,0,0,0,0,0,0,5730,0,0,0,0,0,0
H27904,0,0,0,0,0,2,534,0,7302,0,0,0,0,0,0,0,3,0,0,0,0,1469,4488,0,1,0,2317,0,0,1,0,0,0,0,5784,0,0,0,0,0,1
H26894,0,0,0,0,0,2,6,0,6593,0,0,0,0,0,0,0,1,0,0,0,0,219,4100,0,0,0,334,0,0,0,0,0,2,0,35,0,0,0,0,0,0
H26589,0,0,0,0,0,8,524,0,2504,0,0,1,0,0,0,0,7,0,0,0,0,972,4027,0,0,0,684,0,0,0,0,0,1,0,3872,0,0,0,0,0,0
H27999,0,0,0,0,0,37,1117,0,11453,0,0,0,0,0,0,0,14,0,0,0,0,732,26808,0,0,0,819,0,0,0,0,0,0,0,780,0,0,0,0,0,0
H28050,0,0,0,0,0,14,208,0,2256,0,0,4,0,0,54,0,2,0,0,0,0,1996,19603,0,0,0,1194,0,0,0,0,0,0,0,3859,0,0,0,0,0,0
H25961,0,0,0,0,1,20,304,0,730,0,0,0,0,0,0,0,0,0,0,0,0,1131,5502,0,0,0,7940,0,0,0,0,0,0,0,12568,0,0,0,0,0,0
H21553,0,0,0,0,0,4,102,0,6264,0,0,0,0,0,3,0,45,0,0,0,0,327,4396,1,0,0,317,0,0,0,0,0,0,0,1779,0,0,0,0,1,0
H18126,0,0,0,0,0,27,322,0,3505,0,0,9,0,0,0,0,9,0,0,0,0,306,4629,1,0,0,90,0,0,0,0,0,6,0,269,0,0,0,0,1,0
H27372,0,0,0,0,0,2,1217,0,9263,0,0,0,0,0,0,0,259,0,0,0,0,1133,14360,15,0,0,1080,0,0,0,0,0,0,0,6979,0,0,0,0,9,0
H18162,0,0,0,0,0,8,33,0,6109,0,0,2,0,0,1,0,63,0,0,0,0,559,5033,1,2,0,1261,0,0,0,0,0,2,1,423,0,0,0,0,0,0
H25948,0,0,0,0,0,23,718,0,11909,0,0,0,0,0,0,0,40,0,0,0,0,254,7413,0,0,0,1172,0,14,0,0,0,3,5,3461,0,0,0,0,0,0
H25975,0,0,0,0,0,34,1411,0,5979,0,0,0,0,0,0,0,22,0,0,0,0,343,8853,0,5,0,243,0,0,0,0,0,0,0,139,0,0,0,0,0,0
H30924,0,0,0,0,0,1,235,0,10059,0,0,0,0,0,0,0,0,0,0,0,0,1074,9872,5,0,0,768,0,0,0,0,0,0,6,3433,0,0,0,0,2,0
H26585,0,0,0,0,0,2,179,0,2024,0,0,0,0,0,0,0,1,0,0,0,0,904,4104,0,0,0,31,0,0,0,0,0,0,0,505,0,0,0,0,1,0
H27123,0,0,0,0,0,1,57,0,12587,0,0,0,0,0,0,0,25,0,0,0,0,2385,7300,0,0,0,1936,0,0,0,0,0,0,0,3468,0,0,0,0,0,0
H18149,0,0,0,0,0,4,86,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,815,3937,0,0,0,2097,0,0,0,0,0,1,0,979,0,0,0,0,0,0
H26062,0,0,0,0,0,8,25,0,8266,0,0,0,0,0,6,0,30,0,0,0,0,81,2393,0,0,0,416,0,0,0,0,0,0,1,249,0,0,0,0,0,0
H25904,0,0,0,0,0,12,275,0,3912,0,0,0,0,0,0,0,12,0,0,0,0,284,9015,0,0,0,2659,0,0,0,0,0,2,0,1450,0,0,0,0,1,0
H25750,0,0,0,0,0,2,48,0,8328,0,0,0,0,0,85,0,86,0,0,0,0,494,3725,0,0,0,568,0,1,0,0,0,6,0,59,0,0,0,0,0,1
H18172,0,0,0,0,0,4,237,0,5155,0,0,1,0,0,0,0,62,0,0,0,0,552,9709,5,0,0,37,4,0,0,0,0,0,0,501,0,0,0,0,0,0
H28998,0,0,0,0,0,43,773,0,6529,0,0,0,0,0,27,0,2,0,0,0,0,3497,12712,0,0,0,7723,2,2,0,0,0,0,0,72,0,0,0,0,0,0
H27388,0,0,0,0,0,4,1024,0,5575,0,0,3,0,0,0,0,31,0,0,0,0,1600,12283,0,0,0,30,0,0,0,0,0,0,0,6038,0,0,0,0,18,0
H18340,0,0,0,0,0,2,450,0,6739,0,0,9,0,0,1,0,10,0,22,0,0,957,7087,2,0,0,925,0,1,0,0,0,1,0,200,0,0,0,0,10,0
H27184,0,0,0,0,0,57,903,0,6918,0,0,4,0,0,51,0,2,0,0,0,0,1713,12590,0,0,0,149,0,2,0,0,0,0,0,701,0,0,8,0,11,1
H25770,0,0,0,0,0,7,326,0,4332,0,0,0,0,0,0,0,5,0,0,0,0,1165,5937,1,0,0,2397,0,0,0,0,0,0,0,123,0,0,0,0,2,0
H25787,0,0,0,0,0,29,682,0,6211,0,0,0,0,0,0,0,71,0,0,0,0,320,6777,0,0,0,2229,0,0,1,0,0,3,0,1056,0,0,0,0,0,0
H26841,0,0,0,0,0,0,2,0,4451,0,0,0,0,0,9,0,70,0,0,0,0,53,4556,0,0,0,1157,0,0,0,0,0,0,0,375,0,0,0,0,0,0
H27252,0,0,0,0,0,9,65,0,4320,0,0,0,0,0,0,0,0,0,0,0,0,1682,10893,0,0,0,1299,0,0,0,0,0,0,0,4722,0,0,0,0,0,0
H27405,0,0,0,0,0,2,180,0,16561,0,0,0,0,0,0,0,0,0,0,0,0,328,9302,0,0,0,118,0,0,0,0,0,8,0,7857,0,0,0,0,0,0
H26928,0,0,0,0,0,3,70,0,8078,0,0,8,0,0,0,0,36,0,0,0,0,375,8211,2,2,0,1852,6,3,0,0,0,2,0,592,37,0,0,0,0,0
H18252,0,0,0,0,0,22,4,0,7498,0,0,0,0,0,0,0,0,0,0,0,0,196,2525,0,0,0,0,0,0,0,0,0,0,1,10787,0,0,0,0,0,0
H26712,0,0,0,0,0,8,88,0,7803,0,0,2,0,0,0,0,0,0,0,0,0,214,3621,0,0,0,281,0,0,0,0,0,0,0,367,0,0,0,0,0,0
H27914,0,0,0,0,0,0,6,0,2263,0,0,0,0,0,0,0,11,0,0,0,0,39,3181,1,0,0,685,0,0,0,0,0,0,0,1677,0,0,0,0,0,0
H25926,0,0,0,0,0,19,569,0,8300,0,0,0,0,0,2,0,1,0,0,0,0,175,9654,0,0,0,722,0,0,0,0,0,0,0,1257,0,0,0,0,0,0
H27102,0,0,0,0,0,0,231,0,7287,0,0,0,0,0,18,0,186,0,0,0,0,769,9002,21,0,0,2,1,0,0,0,0,0,2,2663,0,0,0,0,17,0
H18228,0,0,0,0,0,0,233,0,5302,0,0,0,0,0,0,0,88,0,0,0,0,336,4887,0,0,0,533,0,0,0,0,0,0,2,822,0,0,0,0,0,1
H18373,0,0,0,0,0,1,51,0,8040,0,0,0,0,0,0,0,25,0,0,0,0,327,5263,0,2,0,1225,0,0,0,0,0,1,0,703,0,0,0,0,1,0
H27438,0,0,0,0,0,122,881,0,393,0,0,11,0,0,0,0,0,0,0,0,0,7631,2583,0,0,0,309,0,0,0,0,0,0,56,5704,0,0,0,0,0,0
H30980,0,0,0,0,0,8,245,0,7407,0,0,1,0,0,6,0,35,0,0,0,0,947,4807,0,0,0,366,0,0,0,0,0,2,0,744,0,0,0,0,0,0
H25921,0,0,0,0,0,26,204,0,5807,0,0,0,0,0,1,0,365,0,0,0,0,584,7294,0,0,0,3649,0,0,0,0,0,0,0,1072,0,0,0,0,0,0
H27180,0,0,0,0,0,3,93,0,9690,0,0,0,0,0,0,0,33,0,0,0,0,2763,7134,4,0,0,653,2,0,0,0,0,0,0,84,0,0,0,0,0,0
H27113,0,0,0,0,0,0,22,0,7733,0,0,0,0,0,0,0,77,0,0,0,0,1145,6480,4,0,0,744,0,0,0,0,0,0,0,166,0,0,0,0,0,0
H27104,0,0,0,0,0,3,11,0,7676,0,0,1,0,0,0,0,6,0,0,0,0,2227,6989,0,2,0,2556,0,1,0,0,0,0,0,361,0,0,0,0,0,0
H27317,0,0,0,0,0,10,67,0,17011,0,0,0,0,0,0,0,7,0,0,0,0,196,6270,0,0,0,89,0,0,0,0,0,0,0,43,0,0,0,0,0,0
H25912,0,0,0,0,0,7,35,0,8093,0,0,0,0,0,54,0,0,0,0,0,0,113,4227,0,0,0,581,0,0,0,0,0,0,0,72,0,0,0,0,0,0
H27890,0,0,0,0,0,14,108,0,5360,0,0,3,0,0,0,0,1,0,0,0,0,674,3832,0,0,0,3557,0,0,0,0,0,2,0,2684,0,0,0,0,0,0
H27947,0,0,0,0,0,1,101,0,12636,0,0,0,0,0,0,0,7,0,0,0,1,440,10854,1,0,0,481,0,0,0,0,0,0,0,581,0,0,0,0,0,0
H21550,0,0,0,0,0,1,241,0,4429,0,0,0,0,0,8,0,15,0,0,0,0,322,7189,1,0,0,360,0,0,0,0,0,0,0,1301,0,0,0,0,2,0
H18381,0,0,0,0,0,2,101,0,7121,0,0,0,0,0,8,0,3,0,0,0,0,250,3167,0,0,0,296,0,0,0,0,0,0,0,218,0,0,0,0,0,0
H27302,0,0,0,0,0,4,0,0,13042,0,0,0,0,0,0,0,21,0,0,0,0,137,2741,0,0,0,920,0,0,0,0,0,0,0,998,0,0,0,0,0,0
H26094,0,0,0,0,0,0,9,0,6923,0,0,0,0,0,0,0,40,0,0,0,0,344,2476,0,0,0,448,0,0,0,0,0,0,0,6592,0,0,0,0,0,0
H25916,0,0,0,0,0,0,244,0,21041,0,0,0,0,0,0,0,234,0,0,0,0,310,7013,0,0,0,4243,0,2,0,0,0,0,0,1640,0,0,0,0,0,0
H27290,0,0,0,0,0,3,135,0,6079,0,0,0,0,0,0,0,0,0,0,0,0,1523,9705,0,0,0,2172,0,0,0,0,0,4,0,12645,0,0,0,0,0,0
H25758,0,0,0,0,0,57,273,0,12649,0,0,0,0,0,0,0,388,0,0,0,0,58,4811,0,0,0,1680,0,0,0,0,0,0,0,7010,0,0,0,0,4,0
H31109,0,0,0,0,0,1577,591,0,10149,0,0,0,0,0,0,0,97,0,0,0,0,1805,9075,0,0,0,17,0,0,0,0,0,4,0,1315,0,0,0,0,0,1
H27986,0,0,0,0,0,7,247,0,16459,0,0,0,0,0,0,0,6,0,0,0,0,691,5457,0,0,0,3899,0,0,0,0,0,0,0,478,0,0,2,0,0,0
H27414,0,0,0,0,0,4,69,0,7716,0,0,15,0,0,3,0,52,0,0,0,0,1289,11511,0,0,0,63,0,0,0,0,0,0,0,378,0,0,0,0,0,0
H30958,0,0,0,0,0,9,144,0,4442,0,0,0,0,0,53,0,0,0,0,0,0,4409,15826,0,0,0,567,0,0,0,0,0,18,0,138,0,0,0,0,0,1
H18095,0,0,0,0,0,1,108,0,6404,0,0,0,0,0,39,0,30,0,0,0,0,334,4649,8,0,0,53,3,0,0,0,0,0,0,272,0,0,0,0,0,0
H26042,0,0,0,0,0,4,29,0,4090,0,0,0,0,0,0,0,10,0,0,0,0,842,6127,0,0,0,5488,0,0,0,0,0,5,0,99,0,0,0,0,0,0
H18219,0,0,0,0,0,19,1105,0,6273,0,0,0,0,0,0,0,6,0,0,0,0,772,5411,52,0,0,60,0,0,0,0,0,2,1,4535,0,0,0,0,0,0
H18211,0,0,0,0,0,1940,874,0,7897,0,0,1,0,0,0,0,44,0,0,0,0,754,5002,0,0,0,303,0,0,0,0,0,0,0,4167,0,0,0,0,0,0
H26890,0,0,0,0,0,1,15,0,6523,0,0,0,0,0,0,0,1,0,0,0,0,65,3924,0,0,0,670,0,0,0,0,0,0,0,222,0,0,0,0,1,0
H26918,0,0,0,0,0,1,8,0,4896,0,0,0,0,0,4,0,49,0,0,0,0,144,2424,0,2,0,968,0,0,0,0,0,0,0,1785,0,0,0,0,1,0
H26112,0,0,0,0,0,0,282,0,4448,0,0,0,0,0,0,0,0,0,0,0,0,407,5098,0,0,0,30,0,4,0,0,0,0,0,1330,0,0,1,0,0,1
H26823,0,0,0,0,0,3,145,0,5112,0,0,0,0,0,1,0,7,0,0,0,0,870,4129,4,0,0,85,0,15,0,0,0,0,0,1365,0,0,0,0,0,1
H30960,0,0,0,0,0,7,101,0,5983,0,0,0,0,0,0,0,12,0,0,0,0,781,5650,2,0,0,1666,0,0,0,0,0,1,2,2050,0,0,0,0,28,0
H27898,0,0,0,0,0,0,91,0,8510,0,0,9,0,0,66,0,8,0,0,0,0,629,7370,16,0,0,136,0,0,0,0,0,1,0,113,0,0,0,0,0,0
H26024,0,0,0,0,0,24,189,0,4132,0,0,0,0,0,0,0,2,0,0,0,0,677,4271,0,0,0,145,0,0,0,0,0,0,0,3799,0,0,0,0,0,0
H27373,0,0,0,0,0,12,535,0,2993,0,0,0,0,0,0,0,1,0,0,0,0,1770,20304,0,0,0,8470,0,0,8,0,0,2,2,2579,0,0,0,0,0,0
H27251,0,0,0,0,0,12,598,0,7190,0,0,0,0,0,0,0,2,0,0,0,0,1050,16194,0,0,0,2750,0,0,0,0,0,1,0,251,0,0,0,0,0,1
H27164,0,0,0,0,0,0,30,0,14647,0,0,0,0,0,0,0,17,0,0,0,0,120,5337,0,0,0,510,0,0,0,0,0,0,2,1697,0,0,0,0,0,0
H27408,0,0,0,0,0,25,22,0,5751,0,0,18,0,0,0,0,1,0,0,0,0,808,9929,0,0,0,3103,0,0,0,0,0,0,0,335,0,0,0,0,0,0
H18212,0,0,0,0,0,0,167,0,6799,0,0,0,0,0,60,0,18,0,0,0,9,1386,6119,0,0,0,21,0,0,0,0,0,0,2,455,0,0,0,0,0,0
H27330,0,0,0,0,0,2,367,0,5330,0,0,0,0,0,8,0,21,0,0,0,0,1214,8807,0,1,0,3561,0,0,0,0,0,0,0,332,0,0,0,0,0,0
H26731,0,0,0,0,0,5,190,0,2863,0,0,0,0,0,0,0,45,0,0,0,0,2296,11206,0,0,0,255,0,0,0,0,0,5,0,115,0,0,0,0,7,0
H27303,0,0,0,0,0,7,52,0,11020,0,0,0,0,0,0,0,14,0,0,0,0,158,11933,0,0,0,3356,0,0,0,0,0,0,0,1749,0,0,0,0,0,1
H29002,0,0,0,0,0,7,2543,0,19889,0,0,0,0,0,33,0,312,0,0,0,0,1062,12848,0,0,0,4290,0,0,0,0,0,0,1,888,0,0,0,0,0,0
H29009,0,0,0,0,0,51,2288,0,6790,0,0,0,0,0,0,0,101,0,0,0,0,487,10374,0,2,0,2032,0,0,0,0,0,5,2,406,0,0,0,0,0,0
H26915,0,0,0,0,0,6,51,0,6651,0,0,0,0,0,0,0,0,0,0,0,0,442,3490,0,0,0,511,0,0,0,0,0,0,0,2516,0,0,0,0,0,0
H18383,0,0,0,0,0,4,132,0,6698,0,0,0,0,0,13,0,0,0,0,0,0,72,5765,5,0,0,979,0,1,0,0,0,0,0,304,0,0,0,0,5,0
H26830,0,0,0,0,0,0,67,0,3444,0,0,0,0,0,0,0,0,0,0,0,0,99,2793,0,0,0,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26605,0,0,0,0,0,6,117,0,2744,0,0,0,0,0,13,0,72,0,0,0,0,890,4081,5,0,0,98,3,0,0,0,0,1,0,241,0,0,0,0,2,0
H18185,0,0,0,0,0,18,88,0,8231,0,0,0,0,0,0,0,67,0,0,0,0,801,4798,24,0,0,2221,0,1,0,0,0,4,0,966,0,0,0,0,0,0
H18286,0,0,0,0,0,31,387,0,9143,0,0,0,0,0,0,0,14,0,0,0,0,528,4644,0,0,0,1538,0,0,0,0,0,10,0,2248,0,0,0,0,0,0
H21532,0,0,0,0,0,59,398,6,1382,0,0,5,0,0,0,0,5,0,0,0,0,905,9300,0,0,0,871,0,0,0,0,0,8,15,97,0,0,0,0,0,1
H21560,0,0,0,0,0,8,160,0,5472,0,0,1,0,0,33,0,24,0,0,0,0,494,5462,0,0,0,130,0,0,0,0,0,0,0,502,0,0,0,0,0,0
H27298,0,0,0,0,0,0,347,0,11874,0,0,0,0,0,26,0,72,0,0,0,0,1773,9582,0,0,0,4733,0,0,0,0,0,0,0,382,0,0,0,0,0,0
H25818,0,0,0,0,0,3,146,0,18128,0,0,1,0,0,0,0,0,0,0,0,0,1555,8565,0,0,0,4151,0,0,0,0,0,0,0,2160,0,0,0,0,0,0
H25910,0,0,0,0,0,2,265,0,7649,0,0,1,0,0,6,0,267,0,0,0,0,326,6599,14,0,0,656,0,0,0,0,0,0,0,5177,0,0,0,0,1,1
H25862,0,0,0,0,0,3,27,0,16547,0,0,0,0,0,30,0,70,0,0,0,0,122,8894,0,0,0,832,0,0,0,0,0,0,0,1033,0,0,0,0,0,0
H27135,0,0,0,0,0,2,127,0,5773,0,0,0,0,0,228,0,106,0,0,0,0,232,8982,2,0,0,1989,0,0,0,0,0,1,0,969,0,0,0,0,1,0
H26729,0,0,0,0,0,13,24,0,3935,0,0,0,0,0,0,0,7,0,0,0,0,30,6281,0,0,0,2355,0,2,0,0,0,0,0,25,0,0,0,0,0,0
H21556,0,0,0,0,0,7,153,0,7720,0,0,0,0,0,0,0,205,0,0,0,0,420,4914,0,0,0,220,0,0,0,0,0,0,2,53,0,0,0,0,1,0
H18115,0,0,0,0,0,10,487,0,3207,0,0,0,0,0,0,0,22,0,0,0,0,598,5672,0,0,0,5251,0,0,0,0,0,0,0,116,0,0,0,0,0,0
H18288,0,0,0,0,0,9,193,0,2662,0,0,0,0,0,0,0,6,0,0,0,0,440,8426,0,0,0,163,0,0,0,0,0,0,0,416,0,0,0,0,0,0
H27149,0,0,0,0,0,2,180,0,16566,0,0,3,0,0,2,0,25,0,0,0,0,752,9008,0,0,0,1222,0,0,0,0,0,0,0,4050,0,0,0,0,0,0
H26063,0,0,0,0,0,18,390,0,5591,0,0,0,0,0,0,0,24,0,0,0,0,297,6717,4,0,0,285,0,0,0,0,0,1,0,2243,0,0,0,0,0,0
H26850,0,0,0,0,0,17,275,0,3119,0,0,6,0,0,685,0,32,0,0,0,0,3030,6214,0,0,0,768,0,0,0,0,0,0,0,5024,0,0,0,0,0,0
H26752,0,0,0,0,0,7,105,0,7207,0,0,0,0,0,0,0,1,0,0,0,0,524,3425,2,0,0,185,0,1,0,0,0,0,0,144,0,0,0,0,2,0
H32788,0,0,0,0,0,8,219,0,16760,0,0,24,0,0,0,0,49,0,0,0,0,1163,7677,0,0,0,2808,0,0,0,0,0,1,0,1981,0,0,2,0,0,0
H27286,0,0,0,0,0,64,304,0,2239,0,0,0,0,0,133,0,39,0,0,0,0,3477,10946,0,0,0,286,0,0,0,0,0,8,0,9626,0,0,0,0,0,0
H18274,0,0,0,0,0,0,216,0,8637,0,0,0,0,0,0,0,17,0,0,0,0,2833,7048,6,0,0,117,0,0,0,0,0,0,0,143,0,0,0,0,2,0
H25889,0,0,0,0,0,7,215,0,10005,0,0,3,0,0,533,0,179,0,0,0,0,673,10702,0,0,0,2091,0,5,0,0,0,0,3,4132,0,0,0,0,5,0
H26584,0,0,0,0,0,12,392,0,1418,0,0,1,0,0,0,0,128,0,0,0,0,439,3873,0,0,0,532,0,0,0,0,0,2,1,84,0,0,0,0,0,1
H27111,0,0,0,0,0,18,94,0,7838,0,0,0,0,0,0,0,179,0,0,0,0,2624,7970,0,0,0,5811,0,0,0,0,0,0,3,19483,0,0,0,0,0,0
H27988,0,0,0,0,0,4,36,0,9508,0,0,1,0,0,0,0,10,0,0,0,0,351,4032,0,0,0,100,0,15,0,0,0,3,0,1040,0,0,0,0,0,0
H18260,0,0,0,0,0,3,38,0,11934,0,0,4,0,0,0,0,54,0,0,0,0,115,4918,0,0,0,280,0,5,0,0,0,5,0,1288,0,0,1,0,0,1
H27078,0,0,0,0,0,8,144,0,9217,0,0,0,0,0,29,0,172,0,0,0,0,602,6817,0,1,0,2336,0,0,0,0,0,0,0,7899,0,0,0,0,0,0
H27163,0,0,0,0,0,3,175,0,10992,0,0,0,0,0,0,0,0,0,0,0,0,1116,9251,0,0,0,736,0,0,0,0,0,0,0,1656,0,0,0,0,10,0
H30949,0,0,0,0,0,386,1869,0,2485,0,0,0,0,0,4,0,3,0,0,0,0,2502,15016,0,0,0,85,0,0,0,10,0,51,0,92,0,0,1,0,0,0
