sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Acidobacteriota;Subgroup 5;uncultured Acidobacteria bacterium,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Acholeplasmatales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H21541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,225,0,0,3515,0,0,11,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,308,0,106,0,5,0,0,0,8,0,2,0,0,4578,161,1853,0,46,0,0,0,0,0,2,4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H27140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9378,0,0,0,0,0,0,0,0,0,4,0,51,0,0,0,0,0,0,26,6,20,624,0,0,0,594,1391,20,65,0,0,1790,48,2797,22,32,0,7,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,571,0,0,0,0,210,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0
H27385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,14845,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,1,69,0,12,0,0,0,0,516,40,17,25,0,0,2456,190,5528,0,58,0,0,0,0,0,723,900,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,870,0,0,0,0,114,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0
H18324,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,99,0,0,7077,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,113,9,399,0,2,0,0,10,13,0,0,0,0,2060,69,1379,0,39,0,0,0,0,0,62,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,2669,0,0,0,0,344,1,0,0,0,0,0,0,0,0,0
H26765,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,315,0,0,13491,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,34,38,165,30,0,0,0,22,13,2,8,0,0,1615,49,2191,5,0,0,0,0,0,0,79,118,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,75,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
H27116,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,57,0,0,11565,0,0,2,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,304,0,73,0,0,0,0,1,8,0,5,0,0,2342,10,2047,0,45,0,0,0,0,0,0,7437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,0,4,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25800,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,282,0,0,8744,0,0,0,0,0,0,0,0,0,63,0,113,0,0,0,0,0,0,106,11,184,130,1,0,0,325,735,1,41,1,0,3154,45,3670,15,34,0,4,2,0,0,595,36,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,1042,0,0,0,0,299,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
H26916,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,43,0,0,3932,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,271,0,9,0,0,0,0,352,324,0,0,0,0,2199,97,1746,0,74,0,0,0,0,0,682,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,467,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
H25895,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,119,0,0,7061,0,0,1,0,0,0,0,0,0,28,0,26,0,0,0,0,0,2,876,0,108,0,2,0,0,193,108,8,0,0,0,2292,17,2848,0,230,0,0,0,0,0,205,112,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,399,0,0,0,0,7661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H30944,0,0,0,0,0,10,9,1,0,1,0,0,0,0,0,638,0,0,2330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1530,3583,0,197,259,0,0,0,410,3130,13,120,8,0,3764,8,3334,6,61,0,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,19996,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
H21549,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,87,0,0,2931,0,0,0,0,0,0,0,0,0,34,0,172,0,0,0,0,0,0,2054,89,131,116,0,0,0,572,820,36,1,0,8,1904,55,1783,8,53,0,0,0,0,0,56,33,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,131,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H27961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,8662,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29,0,37,0,0,0,0,18,1,0,0,1,0,1077,77,1381,0,8,0,0,0,0,0,199,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25997,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1589,0,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,237,0,6,0,0,36,12,0,1417,5,0,1664,136,5159,0,17,0,0,0,0,0,26,1024,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,7,0,0,0,0,9001,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0
H31091,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,215,0,0,7100,0,0,0,0,0,0,0,0,0,50,0,57,0,0,0,0,0,0,70,0,83,0,1,0,0,115,201,0,274,0,0,2273,110,2484,0,128,0,0,1,0,0,84,905,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,289,0,0,0,0,877,0,0,0,0,7,0,0,0,0,0,2,0,0,6,0
H25897,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,77,0,0,16054,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,15,0,2,0,0,158,0,0,3,0,0,1612,38,3117,0,11,0,0,0,0,0,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,131,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1
H18364,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,234,0,0,6824,0,0,0,0,0,0,0,0,0,8,0,200,0,0,0,0,0,0,262,0,38,0,0,0,0,174,168,4,12,0,0,1808,11,3058,3,37,0,0,0,0,0,358,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,331,0,0,0,0,1907,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H26607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,3343,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,13,0,5,87,1,0,0,7,95,0,3,0,0,878,17,1226,0,5,0,0,0,0,0,317,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,886,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0
H28020,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,10653,0,0,0,0,0,0,0,0,0,140,0,230,0,0,0,0,0,0,495,0,7,0,1,0,0,25,586,0,1,0,0,3672,68,3923,0,34,0,0,0,0,0,0,1999,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,5788,0,0,0,0,7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27096,0,0,0,0,0,57,23,0,0,42,0,6,0,0,0,520,0,0,6258,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,931,0,2151,0,0,0,0,12,7,0,12,0,0,8434,197,3523,0,12,0,0,0,0,0,0,5354,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,189,0,0,0,0,76,0,0,0,0,336,4,0,0,0,0,0,0,0,0,1
H18199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,7198,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,54,1,217,371,2,0,0,106,116,7,5,0,0,1957,64,2312,43,29,0,0,2,0,0,1850,84,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
H30932,0,0,0,0,0,2,4,0,0,10,0,0,0,0,0,161,0,0,5941,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1317,0,1071,272,1,0,0,330,4322,13,24,3,0,3151,1617,2084,10,67,0,0,0,0,0,11,79,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,223,0,0,1,0,3333,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0
H25791,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,0,0,7819,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,219,0,175,0,2,0,0,49,421,0,16,1,0,4060,216,4094,0,10,0,0,0,0,0,0,2603,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,46,0,0,0,0,26,0,0,0,0,245,0,0,0,0,0,0,0,0,3,0
H21545,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,113,0,0,8433,0,0,0,0,0,0,0,0,0,507,0,80,0,0,0,0,0,0,221,0,48,0,1,0,0,115,303,1,0,1,0,1270,35,3563,6,93,0,0,0,0,0,266,16,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,403,0,0,0,0,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
H25760,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,328,0,0,10622,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,315,21,512,181,1,0,0,1168,717,2,221,0,0,2243,21,2911,5,45,0,0,0,0,0,153,7,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1139,0,0,0,0,3505,0,0,0,0,115,0,0,10,0,0,0,0,0,0,0
H27915,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,77,0,0,10179,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,125,0,19,0,1,0,0,103,1300,0,64,1,0,1233,19,2888,0,18,0,0,0,0,0,32,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H26773,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,96,0,0,10296,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,580,0,7,0,5,0,0,96,168,3,8,0,0,1968,19,935,6,8,0,0,0,0,0,0,2186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141,0,0,0,0,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
H27109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138,0,0,9174,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2,383,0,15,11,2,0,0,181,0,7,12,4,0,3875,107,7052,31,38,3,0,0,0,0,1436,1328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,0,0,0,0,2076,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0
H26893,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,8711,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,5,42,0,100,0,21,0,0,0,0,0,1,0,0,1496,0,1672,0,6,0,0,0,0,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,5796,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
H25780,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,153,0,0,7047,0,0,0,0,0,0,0,0,0,43,0,9,0,0,0,0,0,0,213,0,24,31,0,0,0,294,158,0,0,0,0,2374,23,2514,0,7,0,0,0,0,0,909,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,4169,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
H26699,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,210,0,0,362,0,0,24,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,148,0,87,0,6,0,0,2,66,0,32,0,0,5635,6,391,0,3,0,0,0,0,0,0,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,1360,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0
H27401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,169,0,0,3406,0,0,15,0,0,0,0,0,0,21,0,11,0,0,0,0,0,0,637,0,496,0,0,0,0,534,0,117,0,0,7,5244,240,11935,91,308,0,0,0,0,0,157,255,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,116,0,0,11,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
H18155,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,550,0,0,2932,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,824,0,391,400,3,0,0,257,279,0,12,0,0,1681,43,3070,0,42,0,0,0,0,0,22,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,22,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0
H18382,0,0,0,0,0,8,1,0,0,2,0,0,0,0,0,208,0,0,6175,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,87,0,38,0,1,0,0,7,2,0,20,12,0,1758,0,1951,0,9,0,0,0,0,0,48,2633,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,617,0,0,0,0,46,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
H32773,0,0,0,0,0,19,3,1,0,3,0,0,0,0,1,687,0,0,6030,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,298,0,755,0,0,0,0,7,0,0,1,0,0,2874,25,1427,0,0,0,0,0,0,0,0,3238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,0,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H18360,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,49,0,0,6156,0,0,24,0,0,0,0,0,0,13,0,222,0,0,0,0,0,0,192,1,80,208,1,0,0,76,578,2,247,0,0,564,125,1134,0,12,0,1,0,0,0,224,403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,98,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
H27198,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,45,0,0,7591,0,0,46,0,0,0,0,0,0,35,0,3,0,0,0,0,0,0,369,19,18,426,0,0,24,813,336,10,0,0,0,2894,462,6264,72,16,0,10,0,0,0,0,1589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,0,591,0,0,0,0,107,0,0,0,31,0,1,0,0,2,0
H18255,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,194,0,0,5983,0,0,0,0,0,0,19,0,0,105,0,85,0,0,0,0,0,0,337,39,18,112,0,0,2,1805,1585,39,18,0,0,1573,43,3539,28,84,1,0,0,0,0,1,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H26090,0,0,1,0,0,3,0,0,0,1,0,0,4,0,0,253,0,0,2172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,23,1,5,0,0,0,1,0,485,0,0,3828,24,1696,2,16,0,0,0,0,0,20,3835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,11,0,0,1,0,0,0,0,0,0,1
H26107,0,0,0,0,0,0,0,25,0,6,0,0,0,0,0,914,0,0,3594,0,0,24,0,0,0,0,0,0,0,0,41,0,0,0,0,0,4,516,0,650,673,10,0,0,151,15,0,32,0,0,4219,60,4920,0,92,0,0,0,0,0,32,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,174,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0
H18302,0,0,0,0,0,0,13,3,0,1,0,0,0,0,0,1213,0,0,2720,0,0,2,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,13,0,17,1298,0,0,0,86,1694,8,13,0,2,2088,177,3184,1,49,0,0,0,0,0,326,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
H21521,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,45,0,0,1906,0,0,9,1,0,0,0,0,0,107,0,2,0,0,0,1,0,0,74,2,26,43,3,0,0,277,220,5,0,1,0,478,20,880,5,6,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
H25804,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,264,0,0,4556,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,171,18,6,745,2,0,0,514,239,20,5,0,0,1482,242,3802,22,56,0,0,0,0,0,718,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,32,0,0,0,0,15,0,0,0,0,0,0,0,8,0,1
H21565,0,0,0,0,0,3,6,0,0,0,0,1,0,0,0,252,0,0,7448,0,0,1,0,0,0,1,0,0,4,0,4,0,0,0,0,0,0,432,0,75,0,1,0,0,124,884,0,14,0,0,2621,631,4003,1,105,0,0,0,0,0,4,1251,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,0,0,0,0,17,0,0,0,0,539,1,0,0,0,0,0,0,0,0,0
H26004,0,0,0,0,0,1,11,5,0,0,0,0,0,0,0,567,0,0,12718,0,0,1,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,1095,0,616,649,0,0,0,44,0,3,44,0,0,2380,15,3391,28,29,0,0,0,0,0,334,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,69,0,0,0,0,11769,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0
H26037,0,0,0,0,0,2,9,2,0,1,0,0,0,0,0,1342,0,0,3054,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,3,453,0,66,3,2,0,0,36,646,0,38,0,0,3066,46,2530,0,11,0,0,0,0,0,0,4571,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,345,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
H18188,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,44,0,0,3725,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,45,0,17,4,0,0,0,102,1888,38,2,0,4,1111,40,1874,6,8,0,1,0,0,0,2,823,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,452,0,0,0,0,2,0,0,0,0,122,0,0,0,0,0,0,0,0,2,0
H27133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,9260,0,0,0,0,0,0,0,0,0,129,0,80,0,0,0,0,0,1,187,0,99,154,0,0,0,335,199,31,12,0,11,2881,183,2747,39,30,7,10,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,5218,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1
H18224,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,268,0,0,8571,0,0,1,0,0,0,0,0,0,87,0,3,0,0,0,0,0,0,459,18,36,559,9,0,0,100,921,23,45,0,3,3470,54,4378,10,35,0,1,0,0,0,204,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,48,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
H18271,0,0,0,0,0,14,3,1,0,0,0,0,0,0,0,1761,0,0,5780,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,1692,9,201,320,9,0,0,777,2593,15,151,0,4,2734,278,3998,81,54,0,14,4,0,0,156,170,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,32,0,0,0,0,105,0,0,0,0,178,0,0,0,0,0,0,0,0,1,0
H26718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115,0,0,5454,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,84,0,26,0,0,0,0,267,716,17,28,0,0,1489,847,2195,1,68,0,0,0,0,0,294,638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,1,0,30,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0
H27316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,970,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,138,0,283,9,3,0,0,862,792,0,300,0,0,3652,262,4766,0,41,0,0,0,0,0,0,4288,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3794,0,0,2,0,8706,0,0,0,0,2339,3,0,0,0,0,0,0,0,0,0
H26878,0,0,0,0,0,9,5,27,0,31,0,4,0,0,0,87,0,0,5174,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,397,0,514,0,13,0,0,271,42,0,28,0,0,2863,97,3632,0,62,0,0,0,0,0,233,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,10,0,471,0,0,0,0,47,14,0,0,0,0,0,0,0,0,0
H25996,0,0,0,0,0,4,1,0,0,5,0,0,0,0,0,633,0,0,10031,0,0,14,0,0,0,0,0,0,3,0,168,0,0,0,0,0,0,185,0,46,0,14,0,0,99,488,13,0,0,0,7208,4,2875,1,70,0,0,0,0,0,4768,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,502,0,0,0,0,6527,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1
