sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;Mycoplasmatales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;EV818SWSAP88,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H26624,0,0,0,0,1,7,0,0,0,0,0,0,0,3,0,0,4003,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,27,0,18,0,0,0,0,0,74,243,0,2,0,0,1009,18,961,0,35,0,0,0,0,0,68,530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,26,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
H18189,0,0,0,0,8,2,0,0,3,0,0,0,0,1140,0,0,3128,0,2,0,0,0,0,0,0,0,68,0,0,0,0,0,388,0,26,0,1,0,0,0,22,4,0,15,1,0,4603,125,955,0,36,0,0,0,0,0,0,637,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,48,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26858,0,0,0,0,0,3,17,0,0,0,0,0,0,160,0,0,5964,0,0,4,0,0,0,0,3,0,32,0,0,0,0,2,250,0,9,0,44,0,0,0,143,227,4,2,0,0,1419,32,3903,0,42,0,0,0,0,0,0,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,535,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
H27988,0,0,0,0,3,1,0,0,0,0,0,0,0,36,0,0,9508,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,271,0,76,0,4,0,0,0,648,113,0,49,0,0,1245,25,1928,0,24,0,0,0,0,0,96,4,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,489,0,0,0,0,6,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0
H27180,0,0,0,0,0,2,1,0,0,0,0,0,0,93,0,0,9689,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,248,11,3,0,2501,0,0,0,280,625,34,14,2,46,1122,118,4842,29,22,0,4,0,0,0,182,471,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H34166,0,0,0,0,4,2,0,0,1,0,0,0,0,2387,0,0,8327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,233,0,44,0,0,0,0,0,65,133,5,11,2,0,2582,46,4604,10,55,0,0,0,0,0,0,3176,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,26,0,0,0,0,91,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
H26738,0,0,0,0,0,1,0,0,0,0,0,0,0,66,0,0,7111,0,0,0,0,0,17,0,0,0,53,0,0,0,0,0,463,0,952,0,2151,0,0,0,743,967,26,46,0,4,2636,249,7671,5,54,0,0,0,0,0,13,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,85,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
H18161,0,0,0,0,3,0,0,0,1,0,0,0,0,281,0,0,3284,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,118,0,75,0,78,1,0,0,433,1178,13,5,0,0,418,15,1452,21,42,0,4,0,0,0,54,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2233,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0
H27145,0,0,0,0,1,0,2,0,0,0,0,0,0,80,0,0,6595,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,233,51,45,0,536,0,0,0,1288,1386,14,27,0,1,1878,110,4427,15,32,0,0,0,0,0,127,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,162,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0
H26953,0,0,0,0,14,4,19,0,2,0,0,0,2,458,0,0,8476,0,0,0,0,0,0,0,0,0,7,0,0,0,0,48,349,3,169,0,1,0,0,0,309,0,1,39,0,0,1383,11,1795,5,33,0,0,0,0,0,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,8728,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0
H25760,0,0,0,0,3,7,1,0,0,0,0,0,0,328,0,0,10622,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,315,21,512,0,181,1,0,0,1168,717,2,221,0,0,2243,21,2911,5,45,0,0,0,0,0,153,7,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1139,0,0,0,0,3505,0,0,0,0,115,0,0,10,0,0,0,0,0,0,0
H26856,0,0,0,0,10,3,0,0,7,0,0,0,0,123,0,0,982,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,9998,0,0,0,0,0,0,2,0,48,0,0,8064,127,240,0,45,0,0,0,0,0,15,101,0,0,0,0,0,0,7,0,0,0,0,22,0,0,0,125,0,0,6,0,3519,0,0,0,0,244,5,0,0,0,0,0,0,0,0,0
H18370,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,0,7189,0,1,0,0,0,0,0,27,0,8,0,0,0,0,0,86,0,34,0,102,0,0,0,44,354,3,0,1,0,2680,189,2333,3,30,0,0,0,0,0,0,1729,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,18,0,0,0,0,612,0,0,0,0,0,0,0,0,1,0
H26761,0,0,0,0,1,0,0,0,3,0,0,0,0,298,0,0,2653,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,398,7,526,0,7,0,0,0,7,34,2,5,1,0,2376,63,1563,0,42,0,0,0,0,0,2441,342,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,5,0,435,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0
H25903,0,0,0,0,3,0,0,0,0,0,0,0,0,180,0,0,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,16,0,45,0,0,0,191,75,0,338,0,0,1113,239,5871,0,26,0,0,0,0,0,37,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
H25998,0,0,0,0,11,4,0,0,24,0,0,0,0,212,0,0,1868,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,1959,0,0,8,0,0,22,0,0,32,0,0,951,63,4545,0,6,0,0,0,0,0,457,631,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,4158,0,0,0,0,7882,0,0,0,0,0,1,0,0,0,0
H27254,0,0,0,0,0,6,3,0,3,0,8,0,0,29,0,0,10806,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,244,0,213,0,3,0,0,0,20,5,0,6,8,0,5045,284,3027,0,43,0,0,0,0,0,1253,8704,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,124,0,0,0,0,8,0,0,0,0,339,1,0,0,0,0,0,0,0,0,0
H26045,0,0,0,0,32,5,2,0,0,0,0,0,0,714,0,0,7387,0,3,0,0,0,4,0,0,0,13,0,0,0,0,0,549,0,471,0,0,76,0,0,769,0,6,0,0,0,3801,9,2189,6,125,0,0,0,0,0,115,121,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,6455,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0
H18211,0,0,0,0,6,3,1931,0,0,0,0,0,0,874,0,0,7896,0,1,0,0,0,1,0,0,0,44,0,0,0,0,272,269,0,213,0,0,0,0,0,152,250,14,118,0,0,2328,250,1747,4,138,1,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H27968,0,0,0,0,0,0,0,0,2,0,0,0,0,59,0,0,1740,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,42,0,3,0,315,0,0,0,186,850,0,258,0,0,1329,36,2013,10,14,0,0,0,0,0,0,4351,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,85,0,0,0,0,296,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
H27288,0,0,0,0,0,4,0,0,0,0,0,0,0,105,0,0,2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,0,44,0,0,12,0,0,1,0,0,0,0,0,7584,145,5543,0,21,0,0,0,0,0,1357,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
H26073,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,7140,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,269,0,9,0,0,1,0,0,25,0,0,0,1,0,1212,102,1235,0,21,0,0,0,0,0,232,1186,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,93,0,0,0,0,5115,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
H18114,0,0,0,0,26,1,0,0,4,0,2,0,0,577,0,0,11565,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,260,0,964,0,0,3,0,0,43,29,1,0,1,0,2625,9,2337,0,46,0,0,0,0,0,0,2697,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,142,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0
H27958,0,0,0,0,2,0,0,0,0,0,0,0,0,317,0,0,6113,0,0,0,0,0,0,0,8,0,85,0,0,0,0,0,462,11,26,0,399,1,0,0,1301,1551,5,28,0,0,2570,75,5695,35,37,0,14,0,0,0,0,3496,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,479,0,0,1,0,406,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
H27102,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,7150,0,137,0,0,0,0,0,18,0,186,0,0,0,0,6,684,37,30,0,12,0,0,0,2887,1887,87,2,1,28,1498,12,2501,56,43,0,21,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,85,0,0,0,0,2575,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0
H18374,0,0,0,0,9,1,0,0,0,0,0,0,0,605,0,0,7254,0,0,0,0,0,9,0,0,0,23,0,0,0,0,0,1213,0,421,0,0,3,0,0,229,2256,9,35,1,0,2470,107,2425,0,51,0,0,0,0,0,116,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126,0,0,0,0,470,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
H21535,0,0,0,0,0,0,3,0,0,0,0,0,0,166,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,179,0,501,1,0,0,140,104,1,2,0,0,675,2,1613,17,23,0,0,0,0,0,721,449,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,0,0,0,2315,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
H27420,0,0,0,0,1,0,0,0,5,0,0,0,0,112,0,0,1837,0,0,8,0,0,0,0,0,0,21,0,0,0,0,0,186,0,90,0,1,6,0,0,0,1,0,0,0,0,6398,0,772,0,18,0,0,0,0,0,0,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0
H27316,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,970,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,138,0,283,0,9,3,0,0,862,792,0,300,0,0,3652,262,4766,0,41,0,0,0,0,0,0,4288,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3794,0,0,2,0,8706,0,0,0,0,2339,3,0,0,0,0,0,0,0,0,0
H25985,0,0,0,0,0,14,0,0,0,0,0,0,0,38,0,0,13526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,31,0,0,2,0,0,92,17,0,59,1,0,3332,157,6672,0,90,0,0,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,310,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0
H27993,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,9839,0,4,0,0,0,0,0,37,0,21,0,0,0,0,0,390,27,155,0,519,0,0,0,2503,1088,18,114,5,0,2339,83,10657,106,71,2,28,1,0,0,858,82,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,1057,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H26081,0,0,0,0,2,3,1,0,1,0,0,0,0,87,0,0,14029,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,43,0,5,0,1,0,0,0,55,1,3,8,0,0,955,2,2587,20,27,0,0,0,0,0,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,82,0,0,0,0,2,0,0,0,0,0,0,0,0,33,0
H27156,0,0,0,0,1,6,1,0,0,0,0,0,0,26,0,0,12805,0,4,0,0,0,0,0,0,0,764,0,0,0,0,0,423,0,20,0,1,0,0,0,0,1,0,0,4,0,1059,3,552,0,0,0,0,0,0,0,628,4218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,195,0,0,0,0,48,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H28008,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,20160,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,55,0,0,0,0,0,19,2,0,16,0,0,4328,63,4743,0,25,0,0,0,0,0,1,109,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
H26106,0,0,0,0,0,3,0,0,2,0,0,0,0,358,0,0,3825,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,212,0,66,0,0,15,0,0,46,1,0,10,0,0,1741,71,3056,0,59,0,0,0,0,0,358,362,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,5972,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
H18358,0,0,0,0,0,0,38,0,1,0,0,0,0,82,0,0,4918,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,122,0,106,0,1,1,0,0,135,240,3,21,0,0,1866,233,2997,1,47,0,0,0,0,0,0,2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,433,0,0,0,0,44,0,0,0,0,0,0,0,0,0,1
H27391,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,8811,0,4,0,0,0,0,0,0,0,3,0,0,0,0,29,1191,0,108,0,0,0,0,0,1,1,0,204,0,0,5440,142,2779,0,12,0,0,0,0,0,0,7126,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,70,0,0,9,0,363,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
H18199,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,7198,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,54,1,217,0,371,2,0,0,106,116,7,5,0,0,1957,64,2312,43,29,0,0,2,0,0,1850,84,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
H26754,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,5,0,1,0,0,0,34,0,0,464,0,0,2365,39,2548,0,42,0,0,0,0,0,4,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,413,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0
H27425,0,0,0,0,59,12,11,0,13,0,0,0,0,2303,0,0,7306,0,5,0,0,0,0,0,0,0,19,0,0,0,0,5,190,0,152,0,0,61,0,0,13,0,0,709,7,0,6008,80,8488,0,27,0,0,0,0,0,2,87,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,13,0,0,6,0,10432,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1
H26052,0,0,0,0,2,1,1,0,1,0,1,0,0,359,0,0,10758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,0,159,0,10,3,0,0,263,274,1,0,0,0,2936,2,1944,0,8,0,0,0,0,0,504,404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,12,0,0,0,0,1491,0,0,0,0,0,0,0,0,0,0
H28020,0,0,0,0,2,0,0,0,0,0,0,0,0,50,0,0,10653,0,0,0,0,0,0,0,140,0,230,0,0,0,0,0,495,0,7,0,0,1,0,0,25,586,0,1,0,0,3672,68,3923,0,34,0,0,0,0,0,0,1999,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,5788,0,0,0,0,7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27890,0,0,0,0,5,5,1,1,2,0,0,0,0,108,0,0,5352,0,8,0,0,0,3,0,0,0,1,0,0,0,0,0,439,0,234,0,0,1,0,0,0,13,0,112,0,0,2163,77,1458,0,9,0,0,0,0,0,18,3539,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,1,0,1790,0,0,0,0,857,13,0,0,0,0,0,0,0,0,0
H26902,0,0,0,0,5,0,6,0,4,0,0,0,0,16,0,0,4123,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,38,0,431,0,0,3,0,0,3,0,6,26,0,0,3394,32,1343,0,19,0,0,0,0,0,0,2544,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,66,0,0,0,4,422,2,0,0,0,0,0,0,0,0,0
H26040,0,0,0,0,1,5,0,0,0,0,0,0,0,106,0,0,5593,0,0,0,0,0,0,0,1,0,130,0,0,0,0,0,121,4,2,0,29,0,0,0,180,25,276,9,0,6,1221,43,2999,6,17,19,7,0,0,0,297,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,397,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
H27103,0,0,0,0,1,0,0,0,4,0,16,0,0,17,0,0,10279,4,1,0,0,0,4,0,0,0,581,0,0,0,0,0,78,0,45,0,0,0,0,0,424,0,0,148,0,0,4591,42,7476,0,6,0,0,0,0,0,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,742,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0
H18118,0,0,0,0,10,0,1,0,2,0,1,0,0,998,0,0,3838,0,0,0,0,1,0,0,14,0,9,0,0,0,0,0,1013,0,758,0,0,1,0,0,2120,1862,12,23,18,0,3047,156,1285,22,133,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,46,0,0,0,0,409,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
H26035,0,0,0,0,3,2,2,0,1,0,0,0,0,165,0,0,2610,0,0,0,0,0,0,0,32,0,3,0,0,0,0,1,79,0,45,0,1,7,0,0,23,258,0,2,2,0,1851,69,2257,0,10,0,0,0,0,0,0,4227,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,65,0,0,0,0,5667,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
H29010,0,0,0,0,1,0,0,0,1,0,0,0,0,253,0,0,10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,7,0,0,0,0,0,58,0,0,77,0,0,3263,1,1721,0,4,0,0,0,0,0,1374,149,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
H27093,0,0,0,2,8,3,0,0,34,0,0,0,0,98,0,0,2854,0,7,0,0,0,0,0,4,0,27,0,0,0,0,0,122,12,1322,0,1892,17,0,5,4805,1978,20,1220,0,0,2570,511,8526,8,22,0,0,0,0,0,0,5131,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,102,0,0,0,0,155,0,0,0,0,3969,0,0,0,0,0,0,0,0,0,0
H26757,0,0,0,0,0,8,0,0,0,0,0,0,0,107,0,0,4360,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,127,0,136,0,0,1,0,0,256,362,7,1,1,12,1156,146,4376,81,26,13,2,0,0,0,0,1477,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,1235,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H25881,0,0,0,0,2,5,7,0,0,0,0,0,0,229,0,0,6469,0,3,1,0,0,0,0,3,0,0,0,0,0,0,3,654,0,46,0,318,0,0,0,96,791,2,8,0,0,2887,89,10275,0,123,0,0,0,0,0,585,15,0,1,0,0,0,0,5,0,0,0,0,3,0,0,0,180,0,0,0,0,101,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
H30945,0,0,0,0,0,3,2,0,0,0,0,0,0,348,0,0,6585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,1731,0,92,0,0,0,285,0,0,0,0,0,9457,5,6921,16,83,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,1,0,1207,0,0,0,0,38,40,0,0,0,0,0,0,0,0,0
H25905,0,0,0,0,0,0,0,0,1,0,0,0,0,107,0,0,6262,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,340,0,163,0,0,0,0,0,133,26,0,21,0,0,2448,198,5068,8,155,0,0,0,0,0,0,8840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,0,118,0,0,0,0,106,1,0,0,0,0,0,0,0,0,0
H26609,0,0,0,0,1,2,0,0,0,0,0,0,0,44,0,0,3309,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,77,0,9,0,109,0,0,0,165,331,5,1,0,0,1197,12,1933,4,9,0,0,0,0,0,7,228,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,92,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25842,0,0,0,0,67,26,3,0,61,0,2,0,0,594,0,0,1821,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,3100,0,0,53,0,0,0,27,0,222,7,0,2918,313,1388,0,32,0,0,0,0,0,14,266,0,0,0,0,0,0,24,0,0,0,0,7,0,0,0,594,0,0,0,0,8832,0,0,0,0,3847,5,0,1,0,0,0,0,0,0,0
