sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Acidobacteriota;Subgroup 19;uncultured bacterium,Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales,Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Desulfobacterota;Syntrophia;Syntrophales,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Acholeplasmatales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;Mycoplasmatales,Bacteria;Firmicutes;Bacilli;Paenibacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Haliangiales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),Bacteria;Patescibacteria;Parcubacteria;uncultured bacterium,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H27330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,367,0,0,5320,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,0,0,0,247,21,10,0,0,936,0,0,0,175,67,128,14,0,0,3178,38,5049,31,127,0,0,1,0,0,0,3561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,18,0,68,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
H18310,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,83,0,0,9479,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,122,0,0,0,0,0,0,0,184,0,13,0,0,0,1,0,0,5,0,5,1,1,0,2227,334,2747,0,33,0,0,0,0,0,0,866,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,963,0,0,0,0,223,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1
H25987,0,0,0,0,0,0,5,2,1,0,7,0,0,0,0,315,0,0,4451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,355,0,128,0,0,1886,0,0,0,773,25,3,132,1,0,2212,5,2504,15,51,0,0,0,0,0,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,1751,0,0,0,0,23,0,0,0,0,0,0,0,0,2,0
H25907,0,0,0,0,0,0,5,0,0,0,4,0,1,0,0,16,0,0,12653,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,305,0,40,0,0,0,0,0,0,81,1439,1,0,0,0,5106,627,2956,0,34,0,0,0,0,0,31,5924,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,49,0,0,0,0,135,0,0,0,0,0,0,0,0,0,1
H26943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157,0,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,291,0,110,0,0,0,0,0,0,7,1,0,0,0,0,1677,52,1137,0,2,0,0,0,0,0,1,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,285,0,0,0,0,14,3,0,0,0,0,0,0,0,0,1
H26063,0,0,0,0,0,0,4,9,2,0,3,0,0,0,0,390,0,0,5588,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,114,0,179,0,0,1,3,0,0,168,0,34,58,2,0,1681,127,4609,0,38,0,4,0,0,0,227,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,1913,0,0,0,0,279,1,0,0,0,0,0,0,0,0,0
H31000,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,252,0,0,16517,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,13,0,0,0,0,0,0,0,1058,0,22,0,0,183,0,0,1,1077,930,8,3,0,1,3079,48,7219,39,67,8,18,1,0,0,907,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1
H26103,0,0,0,0,0,0,21,7,13,0,0,0,1,0,0,622,0,0,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,139,0,0,1,0,0,0,70,1,0,26,1,0,3094,100,3270,0,21,0,0,0,0,0,1,127,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,73,0,0,0,0,1444,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
H18316,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,43,0,0,7861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,3,0,0,0,0,0,0,99,0,10,2,0,0,2843,11,3237,0,26,0,0,0,0,0,0,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,197,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
H30924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,235,0,0,10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,226,8,39,0,0,799,0,0,0,474,2325,88,194,0,0,2867,523,3333,9,29,30,5,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,69,0,0,0,0,3333,0,0,0,0,31,0,0,0,0,0,0,0,0,2,0
H25981,0,0,0,0,0,0,4,2,5,0,6,0,0,0,0,357,0,0,9857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,80,95,182,0,0,3834,1,0,0,458,492,103,12,0,1,2000,36,4335,19,32,8,16,2,0,0,78,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,124,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0
H34125,0,0,0,0,0,0,22,0,5,0,2,0,0,0,0,855,0,0,3046,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,631,0,1402,0,0,0,0,0,0,0,0,0,717,2,0,7797,173,3233,0,27,0,0,0,0,0,0,375,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,105,0,0,2,0,1346,0,0,0,0,245,1,0,0,0,0,0,0,0,0,1
H29076,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,1297,0,0,3545,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,141,0,0,0,0,0,0,0,64,0,542,0,0,0,0,0,0,248,449,14,4,6,0,1931,57,1413,127,51,2,0,0,0,0,0,4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,2,0,4683,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1
H25888,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,65,0,0,16071,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,93,0,453,0,0,0,21,0,0,10,0,0,4,12,0,3242,445,1840,0,5,0,0,0,0,0,0,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,4146,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1
H31014,0,0,0,0,0,0,5,0,7,0,3,0,0,0,0,1204,0,0,19587,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,26,0,0,0,0,0,0,0,2604,0,197,0,0,0,0,0,0,971,211,14,7,1,0,8146,358,4225,0,92,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,249,0,0,0,6,53,1,8,0,0,0,0,0,0,0,1
H28023,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,282,0,0,4350,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,202,0,25,0,0,0,3,0,0,5,0,0,8,0,0,5323,44,1756,0,51,0,0,0,0,0,0,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,6,0,12988,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
H25967,0,0,0,0,0,0,4,9,1,0,1,0,0,0,0,131,0,0,8457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,325,0,94,0,0,1,2,0,0,380,1,0,23,0,0,1452,96,3600,0,31,0,0,0,0,0,25,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,304,0,0,0,0,766,0,0,0,0,0,0,0,0,0,1
H21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,1625,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,380,0,756,0,0,0,4,0,0,147,0,0,930,0,0,5375,362,4658,0,58,0,0,0,0,0,404,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,23,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
H27378,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,68,0,0,8416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,102,16,85,0,0,345,0,0,0,713,3167,25,62,0,3,7350,121,3434,0,47,0,0,0,0,0,10,3085,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,38,0,0,0,2,0,0,0,0,24,0,0,0,0,133,2,0,0,0,0,0,0,0,0,0
H25921,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,204,0,0,5806,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,365,0,0,0,0,0,0,0,521,0,56,0,0,0,7,0,0,307,0,0,7,0,0,3539,169,3175,0,97,0,0,0,0,0,118,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,0,0,0,111,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
H31107,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,57,0,0,11350,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,83,0,0,0,0,0,0,0,92,15,11,0,0,72,0,0,0,412,159,109,0,0,0,1153,56,3542,11,39,0,6,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,95,0,0,0,0,2624,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
H27255,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,58,0,0,9560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,872,0,279,0,0,0,1,0,0,9,0,1,44,0,0,2650,566,2748,0,1,0,0,0,0,0,0,4157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,5846,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0
H27235,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,750,0,0,5160,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,31,0,0,0,0,0,0,0,2491,0,166,0,0,1,0,0,0,151,373,0,0,0,0,5283,125,1966,2,66,0,0,0,0,0,0,5207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81,0,0,0,0,15434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H31036,0,0,0,0,0,0,49,3,0,0,9,0,0,0,0,1168,0,0,10999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,246,34,549,0,0,89,1,0,0,1780,3608,33,4,0,0,3181,25,5638,53,213,0,0,3,0,0,0,220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,33,0,0,0,0,48,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
H26923,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,67,0,0,5668,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,9,262,0,260,0,0,0,0,0,0,0,0,0,0,0,0,1602,0,1304,0,2,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,4717,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
H27156,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,26,0,0,12805,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,423,0,20,0,0,1,0,0,0,0,1,0,0,4,0,1059,3,552,0,0,0,0,0,0,0,628,4218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,195,0,0,0,0,48,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H25940,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,703,0,0,10585,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,233,0,401,0,0,0,0,0,0,329,1582,2,55,0,0,2031,660,4639,0,41,0,0,0,0,0,116,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,3616,0,0,0,0,31,3,0,0,0,0,0,0,0,1,1
H27306,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,163,0,0,3123,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,68,0,0,0,7,0,0,257,0,0,46,0,0,7381,331,5945,7,23,0,0,0,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3555,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1
H26749,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,63,0,0,6718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,17,0,0,0,0,0,0,43,1,0,0,0,0,1419,4,1487,0,45,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
H26699,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,210,0,0,362,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,148,0,87,0,0,0,6,0,0,2,66,0,32,0,0,5635,6,391,0,3,0,0,0,0,0,0,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,1360,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0
H21529,0,0,0,0,0,0,7,5,0,0,0,0,37,0,0,128,0,0,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,0,59,0,0,0,5,0,0,0,0,0,0,0,0,2555,23,666,0,37,0,0,0,0,0,0,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,275,0,0,0,0,116,0,0,0,1,103,0,0,0,0,0,0,0,0,0,1
H18299,0,0,0,0,0,0,10,4,0,0,5,0,0,0,0,615,0,0,5557,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1356,20,356,0,0,1726,3,0,0,614,1030,4,79,0,0,2000,66,2992,56,23,73,0,0,0,0,81,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,85,0,0,0,5,0,0,0,0,96,0,0,0,0,690,0,0,0,0,0,0,0,0,0,1
H26567,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,33,0,0,5982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16,0,173,0,0,1,2,0,0,0,0,0,0,0,0,1242,0,1091,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
H34111,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,365,0,0,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,8,0,0,0,0,225,80,101,0,0,695,1,0,1,1297,2743,17,12,0,0,1341,19,4149,15,54,2,0,0,0,0,0,1877,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,54,0,0,0,0,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27191,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,264,0,0,8633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,144,0,18,0,0,0,0,0,0,110,601,0,11,3,0,4332,20,5468,0,51,0,0,0,0,0,292,130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,143,0,0,0,0,1108,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
H27200,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,185,0,0,14507,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,57,0,0,0,0,0,0,0,78,0,133,0,0,0,0,0,0,322,2171,11,21,0,0,1230,205,3850,12,66,0,22,1,0,0,5,465,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,199,0,0,0,0,2515,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1
H26113,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,92,0,0,5651,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,235,0,91,0,0,104,2,0,0,823,107,6,8,0,1,1462,29,5058,0,200,0,0,0,0,0,886,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H32781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,15200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,228,0,125,0,0,336,3,0,0,369,5,3,19,1,0,2495,40,3975,34,83,0,23,1,0,0,207,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,233,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,121,0,0,18524,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,824,0,69,0,0,0,0,0,0,33,0,0,35,0,0,5042,29,3585,0,13,0,0,0,0,0,861,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,8,0,0,0,0,312,0,0,0,0,0,0,0,0,0,1
H18140,0,0,0,0,0,0,30,0,0,0,11,0,0,0,0,392,0,0,7236,0,0,9,0,0,0,0,0,2,0,0,0,0,19,0,242,0,0,0,0,0,0,0,167,1,888,0,0,5,7,0,0,553,229,1,21,0,0,1233,8,3045,14,47,1,0,0,0,0,344,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,632,0,0,0,0,11,14,0,3,0,0,0,0,0,0,0
H30935,0,0,0,0,0,0,8,0,0,1,9,0,0,0,0,128,0,0,5586,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,282,14,0,0,1614,1,0,0,320,2860,91,102,0,0,2069,40,4631,0,172,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,49,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1
H18170,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,45,0,0,4467,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,83,0,0,0,0,0,0,0,31,50,4,0,0,939,2,0,11,609,1194,90,2,1,0,750,163,1730,16,35,1,22,1,0,0,22,366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,2321,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0
H27986,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,247,0,0,16459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,179,0,508,0,0,0,4,0,0,4,2,0,60,3,0,2350,81,2929,0,28,0,0,0,0,0,0,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,1,0,282,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0
H30957,0,0,0,0,0,0,11,0,0,4,9,0,0,0,0,283,0,7,1082,0,0,14,0,0,0,0,0,0,0,0,0,0,43,0,191,0,0,0,0,0,0,0,68,12,768,0,0,11,20,0,0,3695,3712,10,227,0,0,3037,802,5387,56,166,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1192,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
H27379,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,50,0,0,4235,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,920,0,150,0,0,0,0,0,0,54,72,0,0,0,0,6977,86,1164,0,0,0,0,0,0,0,30,1739,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,118,0,0,0,0,32692,4,0,0,0,9,9,0,0,0,0,0,0,0,0,1
H27258,0,0,0,0,0,1,7,4,0,0,3,0,0,0,0,751,0,0,5741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,212,0,108,0,0,0,3,0,0,336,0,3,32,2,0,5526,7,9857,1,108,0,0,0,0,0,90,5546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,4111,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
